﻿MSI_DO_YOU_AGREE	你同意?
MSI_USESKILL_FAIL_ENSEMBLE_PARTYNER	伙伴SP不足或技能无法使用.
MSI_STORE_ASSISTANT_TRADE_FORCED_REMOVAL_TITLE	强制关闭兼职摊位的通知邮件
MSI_STORE_ASSISTANT_TRADE_FORCED_REMOVAL_CONTENT	你好.这里是运营团队.\r\n兼职摊位被发现违反运营政策后被强制关闭.\r\n如果您想了解更详细的信息,请提交1:1询问.\r\n谢谢.
MSI_CAN_NOT_OFFER_EXP_LIMIT_RATE	您输入的值不能大于 50%.
MSI_CANNOT_CHANGE_PARTYMASTER	由于队伍是在冒险家机关登记的,所以队长不能变更.
MSI_CANNOT_REGISTER_PARTY	你不能在冒险家机构登记你的队伍.
MSI_ACCEPT	验收
MSI_REFUSE	拒绝
MSI_ADVEN_HEALER	治疗师
MSI_CANNOT_FIND_REQUEST_USER	无法找到该角色.
MSI_STORE_ASSISTANT_TRADE_FORCED_REMOVAL	强制拆除路边摊
MSI_CANNOT_FIND_PARTYMASTER	找不到该队长.
MSI_CANNOT_JOIN_PARTY_BECAUSE_LOW_LEVEL	你的等级太低,无法加入队伍.
MSI_INVALID_MAPPROPERTY_REQUEST_USER	请求者当前所在地区无法加入队伍.
MSI_EXCEEDED_NUMBER_OF_PARTYMEMBERS	队伍人数已超出上限.
MSI_JOIN_ACCEPT	%s 队长已批准您加入队伍.
MSI_JOIN_REFUSE	%s 的队长拒绝了加入请求.
MSI_ALREADY_JOINED_REQUEST_USER	%s 已加入队伍.
MSI_JOIN_ACCEPT_REQUEST_USER	%s 已接受您的入队请求.
MSI_JOIN_REFUSE_REQUEST_USER	%s 的加入请求已被拒绝.
MSI_REQUEST_REJECTED_BECAUSE_INVALID_MAPPROPERTY	%s 的申请被拒绝,因为我们无法收到当事人的请求.
MSI_ADVENTURER_AGENCY_LIST	冒险者机关一览
MSI_REQUEST_JOIN_PARTY	请求加入队伍
MSI_NOT_PARTYMASTER_CANNOT_REGISTER_ADVENTURER_AGENCY	如果您不是队伍队长,则无法在冒险家机构注册您的队伍.
MSI_ADVENTURER_AGENCY_RECRUIT_STOP_FAILED	无法停止队伍招募.
MSI_ADVEN_ASSIST	协助
MSI_EXPAND_SIGHT_OPTIONWND	Zoom Out
MSI_EXPAND_SIGHT_HELP	%s:可以打开或关闭缩小.开 关
MSI_EXPAND_SIGHT_ON	打开缩小功能(开)
MSI_EXPAND_SIGHT_OFF	禁用缩小功能(关)
MSI_EXPAND_SIGHT	/zoom
MSI_ADVENTURER_AGENCY	冒险家机构
MSI_CANNOT_ASK_TO_JOIN_PARTY	如果您是队长,则无法申请加入队伍.
MSI_CHECK_LEVEL_BEFORE_REGISTER_AGENCY	您可以加入队伍的最高等级必须高于最低等级设置.
MSI_CANNOT_MORE_SELECT_JOB	你不能再选择工作.
MSI_D0_NOT_RECEIVE_THE_USER_REQUEST_TODAY	我们不会接受用户在游戏过程中的任何注册请求(直到客户端终止为止).
MSI_PLEASE_REOPEN_LISTWND_AFTER_A_WHILE	请稍后再打开.
MSI_BEFORE_SIEGE_BLOCKMOVE_TIME	围攻开始前 %d 分钟内无法使用此功能.
MSI_EXPAND_OBJALPHA	/viewclear
MSI_HALFALPHAOBJ_ON	建立半透明ON
MSI_HALFALPHAOBJ_OFF	关闭建筑半透明
MSI_GRAPHIC_SETTING_OBJALPHA	建立透明度
MSI_FAILED_PET_TO_EGG_CLOSE_RODEX	恢复鸡蛋失败.请关闭Rodex 创建窗口.
MSI_EMBLEM_FRAME	Emblem Frame
MSI_EMBLEM_FRAME_DRAW_ON	绘制徽章边框
MSI_EMBLEM_FRAME_DRAW_OFF	徽章边框未绘制
MSI_USESKILL_FAIL_NEED_EQUIPPED_WEAPONE	没有装备武器.
MSI_USESKILL_FAIL_EMPTY_SOUL_ENERGY	我的能量球快用完了.
MSI_ADDSKILL_FAIL_INCLUDE_SKILL_YOU_CANNOT_LEARN	包含无法学习的技能 (%s).
MSI_DRAW_EMBLEM_FRAME_ONOFF	/frame
MSI_USESKILL_FAIL_GC_WEAPONBLOCK_ON	该技能可以在开启武器格挡后的时间内使用.
MSI_REFUSE_LOGIN_AUTH	ID或密码不正确.
MSI_RUSSIA_PERSONALINFO_EXP	E X P : %.1f%% ( basic 100.0%% %s %.1f%%)
MSI_RUSSIA_PERSONALINFO_DROP	DROP  : %.1f%% ( basic 100.0%% %s %.1f%%)
MSI_RUSSIA_PERSONALINFO_DEATH	DEATH : %.1f%% ( basic 100.0%% %s %.1f%%)
MSI_RUSSIA_CHAR_NAME_RULES	它只能用英语或俄语使用.
MSI_REFUSE_LOGIN_ACCESSTICKET	you must have an AccessTicket to login
MSI_ITEMSTORE_DOWNLOADING	装载仓库.
MSI_ITEMSTORE_NOW_LOADING	NOW LOADING..
MSI_RODEX_BUTTON_DELETE	删除
MSI_RODEX_BUTTON_ANSWER	回复
MSI_RODEX_BUTTON_SEND	转发
MSI_RODEX_BUTTON_CONFIRM_ID	姓名检查
MSI_RODEX_TAB_ADMIN	通知
MSI_RODEX_TAB_DEFAULT	常见的
MSI_RODEX_TAB_RETURN	返回
MSI_RODEX_TAB_SEARCH	搜索
MSI_FAILED_PET_AUTO_FEEDING_BY_ITEMACTION	未能喂养宠物.不可能喂养它.
MSI_FAILED_HOMUN_AUTO_FEEDING_BY_ITEMACTION	喂养霍门失败了.不可能喂养它.
MSI_MSI_INVENTORY_TABNAME_4	钱
MSI_BARTERITEM_NAME_COUNT	%s %d
MSI_EXCHANGED_FAILED	兑换失败.
MSI_EXCHANGED_SUCCEEDED	交流进行得很顺利.
MSI_NO_ITEM_FOR_EXCHANGE	交换所需的商品短缺.
MSI_ITEM_OUT_OF_STOCK	该商品已售出且缺货.
MSI_DEAD	垂死
MSI_PVP	PvP
MSI_INVENTORY_EXTEND_OF_BODYITEM	扩大物品拥有量
MSI_INVENTORY_EXTEND	您想消耗 ^0000ff%s^000000 来扩大您可以拥有的最大物品类型数量吗?从\n(^0000ff%d^000000)扩展到(^0000ff%d^000000).\n^ff0000* 消耗的物品和扩展的最大拥有类型数量无法恢复.^000000
MSI_INVENTORY_EXTEND_FAILED	无法扩展项目类型的最大数量.
MSI_INVENTORY_EXTEND_FAILED_ANOTHER_WORK	要扩大您可以拥有的最大物品数量,请退出其他任务.
MSI_INVENTORY_EXTEND_FAILED_NO_ITEM	您不拥有扩大您可以拥有的最大物品数量所需的物品.
MSI_INVENTORY_EXTEND_FAILED_MAX_OVER	不再可能扩展项目类型的最大数量.
MSI_INVENTORY_EXTEND_SUCCESS	我们已经成功地扩大了可用物品的最大数量.
MSI_LIMIT_BUY_ITEM3	您拥有的同一商品不得超过 %d.
MSI_EXCEED_LIMITED_ITEMNUM	因超过持有限制而无法购买.
MSI_BUY_ONE_AT_A_TIME	您一次只能购买一件商品.
MSI_STAR_EMPEROR	圣皇
MSI_SOUL_REAPER	灵魂收割者
MSI_SAVE_HOTKEY_TO_SERVER	正常关闭时,设置将保存在服务器上.
MSI_TRANSLATE_CAPTURE_MONSTER	Capture Monster
MSI_TRANSLATE_MESSAGE	message
MSI_TRANSLATE_TITLE	TITLE
MSI_EXTEND_DAMAGE_RANGE	损坏符号扩展
MSI_SHOW_NAME_OF_ENTERED_MAP	地图名称表示法
MSI_SYSTEM_MSG_MERCHANTSHOP	系统消息:当前露点查看功能处于%s状态. (/노점보기)
MSI_VSYNC	垂直同步
MSI_WEBSITE_LINK_BTN_TOOLTIP	数据
MSI_WEBSITE_LINK_ADDRESS	http://rodata.zhaouc.com/renwu.html
MSI_OUTSIDE_CASHSHOP_BTN_TOOLTIP	标题
MSI_LIMIT_FRAME	帧限制
MSI_USESKILL_FAIL_OVER_INSTALLATION	如果超过 %d,则无法再安装.
MSI_NAVIGATION_DESTINATION	目的地
MSI_EMBLEM_UPLOAD_FAILED_BUSY	请稍后重试.
MSI_EMBLEM_REGIST_FAILED_INCORRECT_SIZE	无法注册该文件.
MSI_RODEX_BUTTON_DELETE_SELECTED	选择删除
MSI_RODEX_BUTTON_DELETE_ALL	全部删除
MSI_RODEX_MESSAGE_DELETE_ALL	[%s]您要删除邮箱中的所有电子邮件吗?
MSI_RODEX_BUTTON_RECEIVE_SELECTED	被选中
MSI_RODEX_BUTTON_RECEIVE_ALL	获取全部
MSI_RODEX_MESSAGE_RECEIVE_SELECTED	您想接收所选电子邮件的附件吗?
MSI_RODEX_MESSAGE_RECEIVE_ALL	[%s]您想接收邮箱中的所有附件吗?
MSI_HOTKEYWND_SKILLBAR2	技能栏2
MSI_CHANGE_SKILLBER	技能栏更换
MSI_HOTKEYGUIDEWND_LEFT	←
MSI_HOTKEYGUIDEWND_UP	↑
MSI_HOTKEYGUIDEWND_RIGHT	→
MSI_HOTKEYGUIDEWND_DOWN	↓
MSI_HOTKEYGUIDEWND_APPS	▤
MSI_HOTKEYGUIDEWND_BACK	←
MSI_WARNINGMSG_LOADING	加载时无法关闭窗口.
MSI_USESKILL_FAIL_SPELLBOOK_NONE	阅读法术书中没有保存任何法术.
MSI_USE_WORLDMAP_WITH_PERIOD_MSG1	转让期间使用的物品不能重新交换.
MSI_USE_WORLDMAP_WITH_PERIOD_MSG2	我购买了自由活动票.
MSI_USE_WORLDMAP_WITH_PERIOD_MSG3	使用自由通行券时,不会消耗相关物品.
MSI_BTN_MESSAGE_APPLY	申请
MSI_BTN_MESSAGE_STOP	停止
MSI_USE_WORLDMAP_WITH_PERIOD_MSG4	自由迁徙权
MSI_USE_WORLDMAP_WITH_PERIOD_MSG5	使用 %d 小时,%s %d 单位
MSI_USE_WORLDMAP_WITH_PERIOD_MSG6	免费通行证使用中
MSI_ADVANCED_STATUS	特性状态
MSI_DESC_POW	力量参数\n^cc0000物理攻击力,属性物理攻击力^ffffff增加
MSI_DESC_STA	体力参数\n^cc0000物理抗性^ffffff增加
MSI_DESC_WIS	智慧参数\n^cc0000魔抗^ffffff增加
MSI_DESC_SPL	法术参数\n^cc0000魔法攻击力,属性魔法攻击力^ffffff增加
MSI_DESC_CON	浓度参数\n^cc0000准确率,闪避率,属性物理/마법攻击力^ffffff增加
MSI_DESC_CRT	创意参数\n^cc0000属性治疗恢复量,暴击伤害率^ffffff增加
MSI_DESC_ADV_STATUS_POWER_ATK	特性物理攻击力
MSI_DESC_ADV_STATUS_SPELL_MATK	特性魔法攻击力
MSI_DESC_ADV_STATUS_STAMINA_RESIST	物理抵抗力
MSI_DESC_ADV_STATUS_WISDOM_MRESIST	魔法抗性
MSI_DESC_ADV_STATUS_CREATIVE_HEALPULS	特性治疗恢复量
MSI_DESC_ADV_STATUS_CREATIVE_CRIDAMAGE_RATE	暴击伤害率
MSI_DESC_ADV_POINT	用于提升特性参数的点数
MSI_BASICINFO_JOBLEVEL2	J.Lv
MSI_BASICINFO_AP	AP
MSI_GUILD_AGIT_MOVE_AGIT	前往领地
MSI_GUILD_AGIT_INVESTMENT_INFO	检查商业级别 /방어도
MSI_GUILD_AGIT_ARE_YOU_MOVE_AGIT	您想移动到管理区域"%s"吗?\n每次移动时都会消耗%dZeny.\n(攻城期间会消耗%dZeny.)
MSI_GUILD_AGIT_SHOW_INVESTMENT_INFO	\n管理区域\"%s\"\n\t\n国防:%d / %d\n商业:%d / %d
MSI_GUILD_AGIT_MOVE_FAIL_MAP	该功能不能在攻城地区使用.
MSI_NOT_LEARN_BASIC_SKILL	这是一个没有获得基本功能技能的角色.
MSI_BAN_IP_BLOCK_FOR_ZERO	您连接的IP无法在仙境传说零中使用.\n请联系客服或网站.
MSI_TOOLTIP_OF_OPTIONOFF_BTN	登机/장착 已释放
MSI_MCSTORE_BACKUP	进口
MSI_MCSTORE_BACKUP_TOOLTIP	检索在前一个摊位登记的物品信息.
MSI_BAN_LOGIN_IS_RESTRICTED	由于服务器问题,登录受到限制.
MSI_GUILD_AGIT_AGIT_MESSAGE	信息
MSI_WARNING_UNDER_AGE_MSG1	只有+18或更高才能玩.
MSI_WARNING_UNDER_AGE_MSG2	我们不建议玩游戏超过3小时.
MSI_USESKILL_FAIL_AP_INSUFFICIENT	我没有足够的AP.
MSI_LAPINE_FAIL_REFINING_LEVEL_OVERFLOW_NEEDED	由于精炼度太高,无法组合.
MSI_LAPINE_WARNING_REFINING_LEVEL_HIGHER_THAN_NEEDED	精细程度高于组合所需的程度.
MSI_LAPINE_WARNING_HAS_CARD_OR_ENCHANTED	一张卡被插入或附魔.
MSI_ITEM_COUNT_INFINITY	∞
MSI_ITEMSHOP_CURRENCY	Z
MSI_PURCHASEWND_TOTAL	Total : %s Zeny
MSI_ACCOUNT_LIMITED_TOOL_TITLE	账户限售登记窗口
MSI_ACCOUNT_LIMITED_DB_NAME	项目数据库名称
MSI_ACCOUNT_LIMITED_TOOL_DB_NUMBER	项目数据库编号
MSI_ACCOUNT_LIMITED_TOOL_SELL_COUNT	销售数量
MSI_ACCOUNT_LIMITED_TOOL_SELL_STARTTIME	销售开始时间
MSI_ACCOUNT_LIMITED_TOOL_SELL_ENDTIME	销售结束时间
MSI_ACCOUNT_LIMITED_SALE_ITEM	账户有限
MSI_ACCOUNT_LIMITED_SALE_ITEM_START_DATE	销售期:%d月%d日%d小时%d分钟
MSI_ACCOUNT_LIMITED_SALE_ITEM_NUM	每个帐户均可购买
MSI_ACCOUNT_LIMITED_SALE_ITEM_LIMIT_NUM	仅限 %d 件
MSI_ACCOUNT_LIMITED_TOOL_RESULT_FORMAT	>> 商品名称:%s / 数量:%d / 销售期限:%d 月:%d 日:%d 时:%d 分钟 ~ %d 月:%d 日:%d 时:%d 分钟
MSI_ACCOUNT_LIMITED_SALE_ITEM_SOLD_OUT	Sold Out
MSI_MAP_PROPERTY_DISABLE_CALLED	[%s] 当前位于无法召唤的区域.
MSI_ACCOUNT_LIMITED_SALE_ITEM_NEXT_DATE	~ %d 月 %d 天 %d 小时 %d 分钟
MSI_ACCOUNT_LIMITED_SALE_ITEM_DONT_MOVE_CART	无法添加更多产品
MSI_CANNOT_EXCHANGE_ITEMS	装备的物品不能交换.请卸载并重试.
MSI_QUIT_EXIT_AFTER_GUILD_CLOSE	使用公会仓库时无法移动至角色选择窗口.
MSI_HAVE_ITEMTAG	它无法使用,因为它包含项目标签.
MSI_MONSTER_MONSTERINFO	Monster
MSI_UNKNOWN_MONSTERINFO	Unknown
MSI_UNDEAD_MONSTERINFO	Undead
MSI_ANIMAL_MONSTERINFO	Animal
MSI_PLANT_MONSTERINFO	Plant
MSI_INSECT_MONSTERINFO	Insect
MSI_MARINE_MONSTERINFO	Marine
MSI_DEVIL_MONSTERINFO	Devil
MSI_HUMAN_MONSTERINFO	Human
MSI_ANGEL_MONSTERINFO	Angel
MSI_DRAGON_MONSTERINFO	Dragon
MSI_NC_CASH_INNOVA	Balance: %s %c
MSI_BUY_RECONFIRM_CASHSTRINGFMT	^ff0000您可以在购买此商品后 7 天内撤回订阅.但是,如果超过 7 天或该商品已被打开,您就没有资格取消订阅.此外,取消订阅时用于购买的免费现金将不会退还. ^000000 您真的想购买该商品吗?购买时,将扣除%s现金.
MSI_BUY_RECONFIRM2_CASHSTRINGFMT	^ff0000您可以在购买此商品后 7 天内撤回订阅.但是,如果超过 7 天或该商品已被打开,您就没有资格取消订阅.此外,取消订阅时用于购买的免费现金将不会退还. ^000000 您真的想购买该商品吗?购买时,将扣除常规%s现金和免费%s现金.
MSI_CALL_REJECTED	电话被拒绝.
MSI_BUYINGSTORE_MAKEWND_LIMITZENY_NOT_OVER_MYMONEY	购买限额不能超过您拥有的数量.
MSI_BUYINGSTORE_MAKEWND_FAIL_CLOSE_UI	开摊失败.请关闭购买摊位开口.
MSI_SAVE_SELL_STORE_ITEMLIST	销售摊位物品清单已保存.
MSI_SAVE_BUY_STORE_ITEMLIST	采购摊位物品清单已保存.
MSI_REFUSE_VTC_AUTH_FAILED	VTC 身份验证失败.
MSI_EQUIP_FAIL_DURING_BARTER	进行物物交换时不能穿戴装备.
MSI_BARTER_ITEMLIST	您想要交换的物品
MSI_UPGRADESKILLERROR_MORE_THIRDJOBSKILL	请增加 %d 第一,第二和第三工作技能.
MSI_LIMIT_HAVE_ITEM_CNT	您最多可以拥有 %d 件同一物品.
MSI_EXCHANGE_ITEM_CNT	同一物品一次最多可兑换 %d 件.
MSI_GLOBALRODEX_NOT_ABLE_TO_OPEN_MAIL_IN_CUR_SERVER	可以在"%s"服务器上打开 logex.
MSI_GLOBALRODEX_MESSAGE_DELETE_ALL_ON_ADMIN	[공지]您要删除邮箱中的所有电子邮件吗? \n(仅删除来自相应"%s"服务器的电子邮件.)
MSI_GLOBALRODEX_MESSAGE_RECEIVE_ALL	[공지]您想接收邮箱中的所有附件吗? \n(您只能从相关的"%s"服务器接收物品.)
MSI_GLOBALRODEX_REFUSE_DELETING	该电子邮件只能从"%s"服务器中删除.
MSI_GLOBALRODEX_REFUSE_RECEIVING	此电子邮件只能从"%s"服务器接收.
MSI_GLOBALRODEX_REFUSE_READING	此电子邮件的内容只能在"%s"服务器上读取.
MSI_TOTAL_NEED_MONEY	总计:%d z
MSI_NORMAL_MESSAGEBOX_CAPTION	信息
MSI_RESTRICT_OPENING_BUYINGSTORE_FAIL_OPEN_BUYINGSTORE	当购买商店开放时,您无法从个人商店购买商品.
MSI_ITEM_GRADE_ENCHANT_SUCCEESS	等级强化已成功.
MSI_ITEM_GRADE_ENCHANT_FAIL	等级提升失败.
MSI_ITEM_GRADE_ENCHANT_FAIL_DOWNGRADE	评级值已下调.
MSI_ITEM_GRADE_ENCHANT_FAIL_BREAK	设备已被毁坏.
MSI_ITEM_GRADE_ENCHANT_FAIL_PROTECT	您的设备受到保护.
MSI_GRADE_ENCHANT_SOURCE_NOT_SELECT	尚未选择任何材料.
MSI_GRADE_ENCHANT_SOURCE_ENOUGH	我们的原料快用完了.
MSI_GRADE_ENCHANT_MONEY_ENOUGH	手头钱不够.
MSI_GRADE_ENCHANT_INVENTORY_ENOUGH	没有足够的空间容纳该项目.
MSI_GRADE_ENCHANT_ITEM_PROTECT	您的设备受到保护.
MSI_GRADE_ENCHANT_ITEM_NOT_PROTECT	设备可能会被毁坏.
MSI_GRADE_ENCHANT_ITEM_DOWNGRADE	如果你不能提高你的成绩,你的成绩就会被降低.
MSI_CLOSE_RODEX_FOR_GRADE_ENCHANT	升级时无法使用Rodex.罗德克斯被迫退出.
MSI_CANNOT_OPEN_RODEX_DURING_GRADE_ENCHANT	升级时无法使用Rodex.
MSI_CLOSE_BANKING_FOR_GRADE_ENCHANT	升级评级时您无法使用银行.银行被迫关闭.
MSI_CANNOT_OPEN_BANKING_DURING_GRADE_ENCHANT	升级评级时您无法使用银行.
MSI_BROADCASTING_GRADE_ENCHANT_SUCCESS	[%s]成功升级并获得物品[%s등급 %s].
MSI_BROADCASTING_GRADE_ENCHANT_FAIL	[%s] 未能升级物品 [%s등급 %s] 的等级.
MSI_CANNOT_GRADE_ENCHANT_ITEM	这是无法升级的装备.
MSI_CHANGE_MATERIAL	更换材料
MSI_CHANGE_MATERIAL_SORT	按字母顺序排序
MSI_CHANGE_MATERIAL_MESSAGE	*[%s] %d~%d 已制作
MSI_CHANGE_MATERIAL_SUCCESS_RATE	%d%%
MSI_MSG_IS_ILLEGAL_TAG_MSG	物品标签只能标记您拥有的物品.
MSI_IQ_POWERFUL_FAITH_ON	攻击力和属性攻击力增加.
MSI_IQ_POWERFUL_FAITH_OFF	坚定信仰效果已被取消.
MSI_IQ_FIRM_FAITH_ON	HP和物理抵抗力增加.
MSI_IQ_FIRM_FAITH_OFF	坚定信仰效果已被取消.
MSI_IQ_SINCERE_FAITH_ON	攻击速度和引导攻击概率已增加.
MSI_IQ_SINCERE_FAITH_OFF	忠实的信仰效果已被取消.
MSI_CD_BENEDICTUM_ON	POW,CRT 和 CON 已增加.
MSI_CD_BENEDICTUM_OFF	本笃会效果已被取消.
MSI_CD_RELIGIO_ON	SPL,WIS 和 CRT 已增加.
MSI_CD_RELIGIO_OFF	宗教效果已被禁用.
MSI_CD_COMPETENTIA_ON	属性攻击力和属性魔法攻击力增加.
MSI_CD_COMPETENTIA_OFF	能力效果已被取消.
MSI_CD_PRESENS_ACIES_ON	暴击伤害率已提高.
MSI_CD_PRESENS_ACIES_OFF	存在拱门效果已被禁用.
MSI_CD_ARGUTUS_TELUM_ON	物理抗性无视效果已被授予.
MSI_CD_ARGUTUS_TELUM_OFF	阿古图斯特勒姆效应已被取消.
MSI_CD_ARGUTUS_VITA_ON	魔法抗性无视效果已被授予.
MSI_CD_ARGUTUS_VITA_OFF	阿古图斯维塔效果已被取消.
MSI_ITEMNUM_AND_WEIGHT	Num: %d/%d Weight: %d/%d
MSI_DK_SERVANTWEAPON_OFF	仆人武器效果已被取消.
MSI_DK_CHARGINGPIERCE_OFF	充电刺穿效果已被取消.
MSI_DK_VIGOR_OFF	比戈尔效应已被取消.
MSI_IG_ATTACK_STANCE_ON	攻击力增加,防御力减少.
MSI_IG_ATTACK_STANCE_OFF	攻击姿态效果已取消.
MSI_IG_GUARD_STANCE_ON	防御力增加了,攻击力却减少了.
MSI_IG_GUARD_STANCE_OFF	守卫姿态效果已被取消.
MSI_IG_GUARDIAN_SHIELD_ON	已授予障碍.
MSI_IG_GUARDIAN_SHIELD_OFF	守护者之盾效果已被取消.
MSI_IG_REBOUND_SHIELD_ON	奉献效果所造成的伤害已减少.
MSI_IG_REBOUND_SHIELD_OFF	反弹护盾效果已取消.
MSI_IG_HOLY_SHIELD_ON	圣属性魔法伤害和黑暗PH_0__抗性已增加.
MSI_IG_HOLY_SHIELD_OFF	圣盾效果已被取消.
MSI_IG_ULTIMATE_SACRIFICE_ON	已获得立即复活效果.
MSI_IG_ULTIMATE_SACRIFICE_OFF	终极牺牲效果已解锁.
MSI_AG_CLIMAX_ON	某些技能的功效发生了变化.
MSI_AG_CLIMAX_OFF	高潮效果已被禁用.
MSI_SHC_SHADOW_EXCEED_ON	某些技能的功效发生了变化.
MSI_SHC_SHADOW_EXCEED_OFF	阴影超越效果已被取消.
MSI_SHC_POTENT_VENOM_ON	物理抗性无视效果已被授予.
MSI_SHC_POTENT_VENOM_OFF	强力毒液效果已被取消.
MSI_SHC_ENCHANTING_SHADOW_ON	每次攻击,目标受到的伤害都会以一定概率增加.
MSI_SHC_ENCHANTING_SHADOW_OFF	迷人暗影效果已被取消.
MSI_HUNTING_QUEST_INFO_ON	征服指望
MSI_HUNTING_QUEST_INFO_OFF	征服倒计时
MSI_TARGET_AP_MAX	目标AP已满
MSI_BUY_RECONFIRM1_2019	^ff0000您可以在购买此商品后 7 天内撤回订阅.但超过7天或商品已开封的,不予取消订阅.此外,取消订阅时用于购买的免费现金将不予退还.对于某些(活动)物品,它们可能会在活动结束时被删除,请检查物品描述中注明的删除期限.^000000 您确实要购买该物品吗?购买时,将扣除%d现金.
MSI_BUY_RECONFIRM2_2019	^ff0000您可以在购买此商品后 7 天内撤回订阅.但超过7天或商品已开封的,不予取消订阅.此外,取消订阅时用于购买的免费现金将不予退还.对于某些(活动)物品,它们可能会在活动结束时被删除,请检查物品描述中注明的删除期限.^000000 您确实要购买该物品吗?购买时,将扣除常规%d现金和免费%d现金.
MSI_FAIL_EMPTY_SERVANTWEAPON	需要 %d 仆人武器.
MSI_BILLING_INFO_URL	https://member.gnjoy.com.tw/billing.aspx
MSI_CHANGE_MATERIAL_INVSORT	按相反顺序排序
MSI_CHANGE_MATERIAL_SEARCHTEXT	输入搜索详细信息
MSI_SEARCH	搜索
MSI_BO_RESEARCHREPORT_ON	它成为一份研究报告.
MSI_BO_RESEARCHREPORT_OFF	研究报告状态已清除.
MSI_BO_BIONIC_PHARMACY_OK	制造成功.
MSI_BO_BIONIC_PHARMACY_FAIL	制造失败.
MSI_BO_ADVANCE_PROTECTION_ON	影子装备受到保护,免遭破坏和解除武装.
MSI_BO_ADVANCE_PROTECTION_OFF	全面的阴影保护被释放.
MSI_BO_HELLTREE_ON	对植物系和无形怪物的伤害增加.
MSI_BO_HELLTREE_OFF	地狱树的粉末效果消失.
MSI_MT_A_MACHINE_ON	攻击装置已启动.
MSI_MT_A_MACHINE_OFF	攻击装置已被解除武装.
MSI_MT_D_MACHINE_ON	物理防御和物理抗性有所提高.
MSI_MT_D_MACHINE_OFF	防御工事已解除.
MSI_CASHSHOP_TAB_SEARCH	搜索
MSI_TR_KVASIR_SONATA_ON	该合奏可以单独使用.
MSI_TR_KVASIR_SONATA_OFF	克瓦希尔的智慧消失了.
MSI_TR_MYSTIC_SYMPHONY_ON	神秘交响曲的效果已获得.
MSI_TR_MYSTIC_SYMPHONY_OFF	神秘交响乐的效果消失.
MSI_TR_GEF_NOCTURN_ON	魔法抗性已降低.
MSI_TR_GEF_NOCTURN_OFF	格菲尼亚夜曲的效果已被取消.
MSI_TR_AIN_RHAPSODY_ON	物理抵抗力降低了.
MSI_TR_AIN_RHAPSODY_OFF	矿行者狂想曲状态已被解除.
MSI_TR_MUSICAL_INTERLUDE_ON	身体抵抗力增加了.
MSI_TR_MUSICAL_INTERLUDE_OFF	音乐插曲已关闭.
MSI_TR_JAWAII_SERENADE_ON	属性魔法攻击力和移动速度增加.
MSI_TR_JAWAII_SERENADE_OFF	日落小夜曲效果已被禁用.
MSI_TR_PRON_MARCH_ON	属性物理攻击力和移动速度增加.
MSI_TR_PRON_MARCH_OFF	弗龙特拉的三月效应已被取消.
MSI_WH_CALAMITYGALE_ON	狂风之怒流入施法者体内.
MSI_WH_CALAMITYGALE_OFF	灾难诡计状态已被解除.
MSI_WH_WIND_SIGN_ON	弱点和特征都会被风显露出来.
MSI_WH_WIND_SIGN_OFF	风征效果消失.
MSI_THAI_PERSONALINFO_EXP2	E X P : %.1f%% ( basic 100.0%% %s %.1f%%)
MSI_THAI_PERSONALINFO_DROP2	DROP  : %.1f%% ( basic 100.0%% %s %.1f%%)
MSI_THAI_PERSONALINFO_DEATH2	DEATH : %.1f%% ( basic 100.0%% %s %.1f%%)
MSI_EM_SPELL_ENCHANTING_ON	属性魔法攻击力增加.
MSI_EM_SPELL_ENCHANTING_OFF	法术结界效果已被取消.
MSI_ABC_FROM_THE_ABYSS_OFF	来自深渊效果已被禁用.
MSI_ABC_ABYSS_SLAYER_ON	属性物理攻击力,属性魔法攻击力,精准度均有所提升.
MSI_ABC_ABYSS_SLAYER_OFF	深渊杀手效果已被取消.
MSI_CHARACTER_MAKING_RESTRICT	角色创建可能会受到限制.
MSI_BAN_THAI_GGT_RESTRICTED_MAKE_CHAR	世界已经饱和了.请使用另一个世界.
MSI_UNBLOCK_CHAT	解锁聊天(解锁接收)
MSI_BLOCK_CHAT	阻止聊天(取消订阅)
MSI_GRADE_ENCHANT_REFINING_LEVEL_LACK	这种精炼程度无法升级.
MSI_GRADE_ENCHANT_ITEM_UNBREAKABLE	该设备是坚不可摧的.
MSI_GRADE_ENCHANT_ADDITIONAL_SOURCE_NOT_SELECT	不使用任何辅助材料. \n你想继续强化吗?
MSI_CHEAT_HASHFILE	客户端文件已被篡改.
MSI_GUILD_AGIT_TITLE	信息
MSI_MERCHANTSHOP_TOTA_LOVER_ZENY_ERR	出售的物品总数超过了您可以拥有的 Zeny 数量. \n请修改数量和价格.
MSI_REPUTE_WND	声誉状况
MSI_REPUTE_POINT	%u / 1000 P
MSI_REPUTE_TOTAL	全部的
MSI_REPUTE_NOW_LOADING	NOW LOADING..
MSI_GRADE_ENCHANT_ADDITIONAL_SOURCE_RESET	辅助材料选择被重置.
MSI_ENCHANT	
MSI_ENCHANT_TAB_GENERAL	常见的
MSI_ENCHANT_TAB_PERFECT	确认的
MSI_ENCHANT_TAB_UPGRADE	生长
MSI_ENCHANT_TAB_RESET	重置
MSI_ENCHANT_FAILED_OVER_WEIGHT	其重量超过70%.请减轻重量并重试.
